Full Name,Date of Birth,Phone,Email,Bed Types Needed,Status,Notes,Pets,Pet name(s) and species,Vehicle,Vehicle Details,VI Score,UniteUs,HMIS,Mailing Address,Employed,ADA Accommodations,Housing Preference,Needs Medical Respite,Date Added
Matthew Ramirez,1999-08-28,505-555-2180,matthew_ramirez@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Mental health support needed. Chronic health condition requires medication.,true,Tiger (small dog),false,,,false,false,false,true,,"Seeking Shelter Placement",false,2025-06-12
Arthur Fisher,1983-10-24,505-555-7899,arthur_fisher@example.com,"rec6BYXTiszjS4Fiy, recBTyhWRG9EJWm0V",Unhoused,Working with case manager weekly. Needs assistance with housing applications. Health issues - needs regular medical care.,true,Patches (shepherd mix),false,,,false,false,true,false,"Hearing accommodations, Visual accommodations","Staying with Family/Friends",false,2025-12-17
Jeffrey Nguyen,2003-05-19,505-555-4778,jeffrey_nguyen@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,Receives SSI benefits.,false,,false,,,false,false,true,false,,"Seeking Shelter Placement",true,2025-07-25
Katherine Morris,1989-12-08,505-555-3802,katherine_morris@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Waiting for shelter bed.,false,,false,,,false,false,true,false,"Grab bars needed","Unsheltered by Choice",false,2025-06-01
Jesse Lopez,1951-01-17,505-555-6831,jesse_lopez@example.com,"rec9b2J2UTwKTpD5C, recBTyhWRG9EJWm0V",Unhoused,"Willing to work, looking for opportunities.",false,,false,,,false,false,true,false,,"Seeking Shelter Placement",false,2025-11-14
Andrew Moore,1963-03-08,505-555-5736,andrew_moore@example.com,"rec9b2J2UTwKTpD5C",Unhoused,"Connected with HUGS outreach team. Previously housed at shelter, had to leave. Waiting for shelter bed.",false,,false,,,true,false,true,true,,"Seeking Shelter Placement",true,2025-07-03
Jesse Walker,1958-02-03,505-555-4134,jesse_walker@example.com,"reclIU5ZYnCmzhB8b",Placed,"Been on streets for 3 months. Willing to work, looking for opportunities.",false,,false,,78,true,true,false,false,,"Prefers Outdoor/Tent",false,2025-09-01
Maria Martin,1997-04-11,505-555-6265,maria_martin@example.com,"recBTyhWRG9EJWm0V",Unhoused,"Has GED, interested in vocational training. Previously housed at shelter, had to leave.",false,,true,2004 GMC truck - poor condition,,false,false,false,false,,"Prefers Outdoor/Tent",false,2025-12-14
Ryan Wood,1973-01-24,505-555-3134,ryan_wood@example.com,"rec6BYXTiszjS4Fiy, recBTyhWRG9EJWm0V",Other Exit,Connected with HUGS outreach team.,true,Daisy (large dog),true,2001 Dodge Caravan - needs repairs,,false,false,true,false,"Wheelchair accessible","Seeking Shelter Placement",false,2025-12-08
Emma Fisher,1984-08-02,505-555-3408,emma_fisher@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Placed,Health issues - needs regular medical care. Declined services at this time. Been on streets for over a year.,false,,false,,74,false,false,false,true,,"Seeking Shelter Placement",false,2025-11-15
Joyce Hughes,1950-11-18,505-555-7574,joyce_hughes@example.com,"recA2HEjmy46Zz5KE, recqysbkrelgYADCo",Exited to Housing,Recently lost job and housing.,true,Tiger (cat (orange tabby)),true,older pickup truck - poor condition,,true,false,true,false,,"Seeking Shelter Placement",false,2025-06-15
Matthew Wallace,2008-06-04,505-555-7451,matthew_wallace@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recqysbkrelgYADCo",Placed,Fleeing domestic violence situation.,false,,true,2007 Nissan Sentra - not running,81,true,false,false,false,,"Seeking Shelter Placement",false,2025-03-09
Nicole White,1980-02-13,505-555-2498,nicole_white@example.com,"recBTyhWRG9EJWm0V",Unhoused,"Interested in substance abuse treatment. Previously housed at shelter, had to leave.",true,Misty (shepherd mix),false,,,false,false,false,false,,"Seeking Shelter Placement",false,2025-12-20
Victoria Brown,1980-03-27,505-555-4453,victoria_brown@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,"Willing to work, looking for opportunities. On Life Link waitlist.",false,,false,,,true,false,true,false,,"Seeking Shelter Placement",false,2025-09-03
James Perez,1964-12-08,505-555-6213,james_perez@example.com,"recWhJHWlxhJCUUc8, recBTyhWRG9EJWm0V",Unhoused,Interested in substance abuse treatment.,true,"Mittens (large dog), Shadow (pit bull mix)",false,,,false,false,true,true,,"Unsheltered by Choice",true,2025-07-15
Samantha Alvarez,1938-01-08,505-555-2978,samantha_alvarez@example.com,"recA2HEjmy46Zz5KE",Unhoused,Chronic health condition requires medication. Recently lost job and housing. Veteran - served in Navy.,true,Bailey (cat (gray)),false,,,false,false,false,true,,"Seeking Shelter Placement",false,2025-11-27
Stephanie Green,1965-08-12,505-555-4308,stephanie_green@example.com,,Unhoused,"Previously housed at shelter, had to leave.",false,,true,older pickup truck - poor condition,,true,false,true,false,,"Seeking Shelter Placement",false,2025-09-10
Douglas Jones,1958-08-08,505-555-9514,douglas_jones@example.com,"rec9b2J2UTwKTpD5C",Other Exit,Has family in Albuquerque.,false,,false,,,false,false,true,false,,"Seeking Shelter Placement",false,2025-09-07
Julie Ruiz,1990-11-02,505-555-5161,julie_ruiz@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Declined services at this time.,false,,true,2004 GMC truck - poor condition,,true,false,false,false,,"Prefers Outdoor/Tent",false,2025-10-18
Ann Gomez,1939-10-24,505-555-6293,ann_gomez@example.com,"recWhJHWlxhJCUUc8",Unhoused,Interested in substance abuse treatment. Chronic health condition requires medication. Chronic health condition requires medication.,false,,false,,,false,false,true,false,,"Seeking Shelter Placement",false,2025-05-04
Michelle Gomez,1947-01-04,505-555-6500,michelle_gomez@example.com,"recA2HEjmy46Zz5KE",Exited to Housing,Open to housing opportunities.,false,,false,,,false,false,true,false,,"Unsheltered by Choice",false,2025-04-12
Gabriel Jenkins,1940-11-14,505-555-3146,gabriel_jenkins@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Previously lived in Denver. Previously lived in Denver.,false,,false,,,false,false,false,false,,"Prefers Vehicle",false,2025-09-03
Angela Torres,1943-11-10,505-555-8058,angela_torres@example.com,"reclIU5ZYnCmzhB8b",Unhoused,Veteran - served in Navy.,false,,true,white van - needs repairs,,false,true,true,false,,"Seeking Shelter Placement",false,2025-06-01
Denise Baker,1961-12-13,505-555-6419,denise_baker@example.com,"recA2HEjmy46Zz5KE, recqysbkrelgYADCo",Unhoused,"Needs help with disability application. Applied for Medicaid, waiting for approval.",false,,false,,,true,true,false,false,"Grab bars needed, Visual accommodations","Prefers Vehicle",false,2025-07-16
Matthew Harris,1997-09-06,505-555-3840,matthew_harris@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Recently lost job and housing. Lost everything in recent fire.,false,,false,,,false,false,false,false,,"Seeking Shelter Placement",false,2025-06-18
Sean Diaz,1984-10-28,505-555-6911,sean_diaz@example.com,"rec6BYXTiszjS4Fiy, recBTyhWRG9EJWm0V",Unhoused,Previously lived in Denver. Recently lost job and housing. Has family in Albuquerque.,true,Bella (pit bull mix),true,white van - runs well,,false,false,true,false,,"Seeking Shelter Placement",false,2025-03-03
Kathleen Hughes,1981-02-04,505-555-9478,kathleen_hughes@example.com,"recBTyhWRG9EJWm0V",Unhoused,Receives SSI benefits.,false,,false,,,false,false,false,false,,"Prefers Vehicle",false,2025-09-11
Rachel Mendoza,1989-01-10,505-555-3991,rachel_mendoza@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Mental health support needed. Attended last case conferencing meeting.,true,Smokey (small dog),false,,,false,false,false,true,,"Seeking Shelter Placement",false,2025-05-02
Frank Hill,1965-05-12,505-555-2846,frank_hill@example.com,"recWhJHWlxhJCUUc8",Unhoused,"Has GED, interested in vocational training. Open to housing opportunities. Recently lost job and housing.",true,Luna (pit bull mix),false,,,false,false,true,false,,"Seeking Shelter Placement",false,2025-01-12
Samuel Johnson,1990-09-22,505-555-5016,samuel_johnson@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Connected with HUGS outreach team.,false,,false,,,true,false,false,false,,"Unsheltered by Choice",false,2025-10-16
Jesse Edwards,1957-08-26,505-555-8495,jesse_edwards@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Health issues - needs regular medical care.,true,Sadie (shepherd mix),false,,,true,false,true,false,,"Seeking Shelter Placement",true,2025-03-07
Jack Moreno,1940-08-05,505-555-7228,jack_moreno@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Attended last case conferencing meeting.,false,,false,,,true,false,false,false,,"Unsheltered by Choice",false,2025-03-09
Jordan Alexander,1971-12-26,505-555-3741,jordan_alexander@example.com,"rec5rstKxttDwp71g, recJQ852bannc7UuF",Placed,Previously lived in Denver. Interested in substance abuse treatment.,true,"Buddy (cat (orange tabby)), Patches (cat)",true,older pickup truck - fair condition,73,false,true,true,false,"Hearing accommodations","Seeking Shelter Placement",false,2025-12-21
Kimberly Aguilar,1977-07-16,505-555-7082,kimberly_aguilar@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Waiting for shelter bed.,true,Bella (shepherd mix),false,,,false,false,false,false,,"Prefers Outdoor/Tent",false,2025-11-07
Billy Vargas,1976-07-28,505-555-4263,billy_vargas@example.com,"rec6BYXTiszjS4Fiy",Unhoused,"Applied for Medicaid, waiting for approval. Willing to work, looking for opportunities. Prefers to stay in current location.",false,,false,,,true,false,false,true,"Hearing accommodations, Grab bars needed","Seeking Shelter Placement",true,2025-03-03
Kathleen Jenkins,2002-09-14,505-555-2159,kathleen_jenkins@example.com,,Unhoused,"Willing to work, looking for opportunities. Estranged from family.",false,,false,,,false,false,false,false,,"Prefers Outdoor/Tent",false,2025-10-28
Jordan Graham,1986-09-24,505-555-2973,jordan_graham@example.com,"recWhJHWlxhJCUUc8",Unhoused,Open to housing opportunities.,false,,true,1999 Ford Taurus - fair condition,,false,false,true,false,,"Seeking Shelter Placement",false,2025-07-11
Dylan Campbell,1970-11-10,505-555-7617,dylan_campbell@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Unhoused,"Open to housing opportunities. Willing to work, looking for opportunities.",false,,false,,,true,false,false,false,,"Undecided",true,2025-05-10
Michael Reed,1962-11-17,505-555-4936,michael_reed@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Interested in substance abuse treatment. Working with case manager weekly.,false,,false,,,false,false,false,false,,"Staying with Family/Friends",true,2025-08-23
Rebecca Hall,1954-08-24,505-555-4815,rebecca_hall@example.com,"recA2HEjmy46Zz5KE, recqysbkrelgYADCo",Unhoused,Recently lost job and housing. Attended last case conferencing meeting. Veteran - served in Navy.,false,,false,,,true,true,true,false,,"Other",false,2025-04-22
Frances Cruz,1969-04-22,505-555-4132,frances_cruz@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Exited to Housing,"Willing to work, looking for opportunities. Prefers to stay in current location. Receives SSI benefits.",true,Simba (cat),true,2003 Toyota Camry - fair condition,,false,false,false,false,,"Unsheltered by Choice",false,2025-01-01
Andrew Gutierrez,1981-11-04,505-555-3543,andrew_gutierrez@example.com,"rec6BYXTiszjS4Fiy, recqysbkrelgYADCo",Other Exit,Needs assistance with housing applications.,false,,true,1995 Chevy van - needs repairs,,false,true,false,false,,"Prefers Vehicle",false,2025-02-04
Ashley Bailey,1936-09-10,505-555-4632,ashley_bailey@example.com,"recA2HEjmy46Zz5KE",Unhoused,Has family in Albuquerque. Estranged from family.,true,Bear (cat (gray)),false,,,false,false,false,false,,"Seeking Shelter Placement",false,2025-09-16
Heather Rivera,1995-05-24,505-555-5447,heather_rivera@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Unhoused,Recently lost job and housing. Estranged from family.,false,,false,,,false,false,false,true,,"Unsheltered by Choice",false,2025-02-26
Christine Jones,1967-01-08,505-555-3037,christine_jones@example.com,,Unhoused,Has family in Albuquerque. Veteran - served in Navy. Connected with HUGS outreach team.,false,,false,,,true,false,false,false,,"Seeking Shelter Placement",false,2025-04-23
Victoria Lopez,1994-07-20,505-555-7435,victoria_lopez@example.com,,Unhoused,"Working with case manager weekly. Has GED, interested in vocational training. Attended last case conferencing meeting.",false,,true,RV (older model) - runs well,,true,false,false,false,,"Seeking Shelter Placement",false,2025-02-23
Paul Moreno,1946-03-10,505-555-3424,paul_moreno@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,"Fleeing domestic violence situation. Has ID, needs birth certificate. Needs assistance with housing applications.",false,,true,2001 Dodge Caravan - needs repairs,,false,true,false,false,,"Unsheltered by Choice",false,2025-09-20
Megan Fisher,1978-11-15,505-555-9431,megan_fisher@example.com,"recqysbkrelgYADCo",Unhoused,"Lost everything in recent fire. Willing to work, looking for opportunities.",true,Jack (shepherd mix),false,,,true,false,false,false,,"Prefers Outdoor/Tent",false,2025-01-14
Ann Alvarez,2007-07-24,505-555-5955,ann_alvarez@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recqysbkrelgYADCo",Exited to Housing,"Previously housed at shelter, had to leave. Mental health support needed. Waiting for shelter bed.",false,,false,,,false,false,false,false,,"Seeking Shelter Placement",false,2025-03-22
Juan James,1968-04-17,505-555-2397,juan_james@example.com,"reclIU5ZYnCmzhB8b, recqysbkrelgYADCo",Unhoused,Working with case manager weekly.,false,,false,,,false,true,true,false,"Visual accommodations","Seeking Shelter Placement",false,2025-02-05
Juan Young,1954-12-24,505-555-8202,juan_young@example.com,"rec9b2J2UTwKTpD5C",Unhoused,"Has GED, interested in vocational training. Fleeing domestic violence situation.",false,,true,older pickup truck - runs well,,true,false,false,false,,"Seeking Shelter Placement",false,2025-05-09
Heather Wood,1967-07-02,505-555-7706,heather_wood@example.com,"recA2HEjmy46Zz5KE",Unhoused,"Been on streets for 3 months. Has GED, interested in vocational training.",true,Shadow (cat (orange tabby)),true,2002 Honda Accord - runs well,,false,false,false,false,,"Seeking Shelter Placement",true,2025-03-13
Donna Chavez,1952-06-11,505-555-9806,donna_chavez@example.com,"recA2HEjmy46Zz5KE",Unhoused,"Has GED, interested in vocational training.",true,Patches (shepherd mix),false,,,false,false,true,false,,"Seeking Shelter Placement",false,2025-07-28
Pamela Gomez,1969-02-14,505-555-7863,pamela_gomez@example.com,,Placed,"Willing to work, looking for opportunities. Lost everything in recent fire. Needs help with disability application.",false,,true,white van - runs well,74,true,true,false,false,,"Prefers Vehicle",false,2025-02-12
Jacqueline Parker,1951-06-10,505-555-3036,jacqueline_parker@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Unhoused,Declined services at this time. Declined services at this time. Been on streets for over a year.,false,,false,,,true,false,false,true,,"Unsheltered by Choice",false,2025-07-18
Sharon Alexander,1949-12-25,505-555-9536,sharon_alexander@example.com,"recA2HEjmy46Zz5KE",Placed,Needs help with disability application. Working with case manager weekly.,true,Oreo (cat (gray)),false,,78,true,false,false,false,"Hearing accommodations","Seeking Shelter Placement",false,2025-03-17
Joyce Jordan,2004-07-07,505-555-2026,joyce_jordan@example.com,"recqysbkrelgYADCo",Unhoused,"Mental health support needed. Willing to work, looking for opportunities. Needs help with disability application.",false,,false,,,false,true,false,false,,"Seeking Shelter Placement",false,2025-04-20
Brenda Lee,1957-04-23,505-555-2065,brenda_lee@example.com,"recA2HEjmy46Zz5KE",Placed,Lost everything in recent fire. Needs assistance with housing applications. Chronic health condition requires medication.,true,Oreo (cat),true,1998 Honda Civic - runs well,81,true,false,false,false,,"Seeking Shelter Placement",false,2025-09-15
Sara Castillo,1990-09-17,505-555-6578,sara_castillo@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Unhoused,Health issues - needs regular medical care. On Life Link waitlist.,false,,true,2004 GMC truck - fair condition,,true,true,false,false,,"Seeking Shelter Placement",false,2025-05-06
James Mitchell,1955-02-07,505-555-3446,james_mitchell@example.com,"rec5rstKxttDwp71g, recJQ852bannc7UuF",Placed,On Life Link waitlist.,true,"Daisy (dog), Patches (dog)",false,,94,true,false,true,false,"Hearing accommodations, Ground floor only","Seeking Shelter Placement",false,2025-01-04
Paul Torres,1964-05-06,505-555-6725,paul_torres@example.com,"rec9b2J2UTwKTpD5C, recBTyhWRG9EJWm0V",Unhoused,Health issues - needs regular medical care. Health issues - needs regular medical care.,true,Tiger (shepherd mix),true,1999 Ford Taurus - runs well,,false,true,false,false,,"Prefers Vehicle",false,2025-03-08
Lawrence Cruz,1988-03-14,505-555-2982,lawrence_cruz@example.com,"rec6BYXTiszjS4Fiy, recBTyhWRG9EJWm0V",Placed,Veteran - served in Navy. Been on streets for over a year.,true,"Jack (small dog), Misty (chihuahua)",true,1999 Ford Taurus - not running,78,false,false,true,false,,"Prefers Outdoor/Tent",false,2025-07-07
Adam Ross,1939-11-11,505-555-4816,adam_ross@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Needs help with disability application.,true,"Misty (cat), Bear (dog)",true,2001 Dodge Caravan - runs well,,true,false,false,false,"Visual accommodations, Grab bars needed","Prefers Vehicle",true,2025-08-03
Sara Collins,1987-06-12,505-555-1623,sara_collins@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,"Has ID, needs birth certificate. Working part-time at local restaurant. Has family in Albuquerque.",false,,false,,,true,false,false,true,,"Seeking Shelter Placement",false,2025-10-22
Angela Romero,2007-05-07,505-555-8419,angela_romero@example.com,,Exited to Housing,On Life Link waitlist.,true,"Daisy (pit bull mix), Smokey (cat)",false,,,false,true,false,false,,"Staying with Family/Friends",false,2025-04-01
Michelle Patel,1991-07-02,505-555-2424,michelle_patel@example.com,,Unhoused,Waiting for shelter bed. Declined services at this time.,true,Buddy (shepherd mix),true,2004 GMC truck - runs well,,true,true,false,false,"Ground floor only","Prefers Vehicle",false,2025-12-12
Jeremy Diaz,1945-06-08,505-555-5451,jeremy_diaz@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Been on streets for 3 months.,false,,false,,,false,false,false,false,,"Seeking Shelter Placement",false,2025-09-27
Frank Taylor,1976-11-23,505-555-7355,frank_taylor@example.com,"rec6BYXTiszjS4Fiy",Unhoused,"Declined services at this time. Willing to work, looking for opportunities.",false,,false,,,false,false,true,false,,"Seeking Shelter Placement",false,2025-01-25
Dylan Coleman,1972-12-08,505-555-9441,dylan_coleman@example.com,"reclIU5ZYnCmzhB8b",Unhoused,Mental health support needed.,false,,false,,,true,false,true,false,,"Prefers Vehicle",false,2025-09-07
Gary Rogers,1977-12-02,505-555-9463,gary_rogers@example.com,"rec6BYXTiszjS4Fiy",Unhoused,On Life Link waitlist. Working with case manager weekly.,false,,false,,,true,false,false,false,,"Seeking Shelter Placement",false,2025-07-15
Paul Allen,1983-09-04,505-555-1320,paul_allen@example.com,"rec9b2J2UTwKTpD5C",Exited to Housing,Been on streets for 3 months.,false,,false,,,false,false,false,true,,"Prefers Vehicle, Seeking Shelter Placement",false,2025-02-02
Linda Reyes,1980-12-15,505-555-2427,linda_reyes@example.com,,Unhoused,Open to housing opportunities.,false,,true,RV (older model) - not running,,true,false,false,false,,"Unsheltered by Choice",false,2025-12-10
Debra Reynolds,1980-08-13,505-555-7809,debra_reynolds@example.com,"recBTyhWRG9EJWm0V",Unhoused,Chronic health condition requires medication.,true,Zeus (cat (gray)),true,2007 Nissan Sentra - poor condition,,false,false,false,false,,"Seeking Shelter Placement",false,2025-04-08
Kathryn Cook,1982-04-24,505-555-9307,kathryn_cook@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Exited to Housing,Previously lived in Denver. Needs assistance with housing applications.,false,,true,2006 Toyota Corolla - fair condition,,false,false,true,false,,"Other",false,2025-11-15
Grace Gonzalez,1994-03-21,505-555-2535,grace_gonzalez@example.com,,Unhoused,Needs help with disability application.,true,Whiskers (shepherd mix),false,,,false,true,true,false,"Ground floor only","Unsheltered by Choice",true,2025-04-05
Carolyn Carter,1986-09-21,505-555-8162,carolyn_carter@example.com,"recqysbkrelgYADCo",Unhoused,Connected with HUGS outreach team.,false,,false,,,false,false,false,false,,"Prefers Outdoor/Tent",false,2025-04-15
Jean James,1954-12-13,505-555-8985,jean_james@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Veteran - served in Navy.,false,,true,2001 Dodge Caravan - needs repairs,,false,false,true,false,,"Seeking Shelter Placement",true,2025-05-23
Melissa Russell,1964-08-01,505-555-1457,melissa_russell@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Unhoused,"Applied for Medicaid, waiting for approval.",false,,true,2006 Toyota Corolla - fair condition,,true,false,true,false,,"Prefers Vehicle",false,2025-10-12
Julie Ramirez,1991-02-06,505-555-7184,julie_ramirez@example.com,,Unhoused,Prefers to stay in current location. Previously lived in Denver. Health issues - needs regular medical care.,false,,true,older pickup truck - fair condition,,false,true,false,false,,"Prefers Vehicle",false,2025-07-07
Judy Vargas,1961-02-20,505-555-2677,judy_vargas@example.com,"rec9b2J2UTwKTpD5C, recBTyhWRG9EJWm0V",Unhoused,Been on streets for over a year.,false,,false,,,false,false,true,false,,"Unsheltered by Choice",false,2025-11-14
Gloria Barnes,1978-10-07,505-555-6712,gloria_barnes@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Unhoused,Fleeing domestic violence situation. Prefers to stay in current location.,true,"Mittens (cat), Daisy (dog)",true,1995 Chevy van - poor condition,,false,false,false,false,"Wheelchair accessible","Other",false,2025-03-05
George Adams,1974-03-13,505-555-5245,george_adams@example.com,"recqysbkrelgYADCo",Unhoused,Needs assistance with housing applications.,true,Mittens (small dog),true,2004 GMC truck - runs well,,false,true,false,false,,"Seeking Shelter Placement",false,2025-05-26
Ashley Barnes,1962-11-20,505-555-3220,ashley_barnes@example.com,"rec9b2J2UTwKTpD5C, recBTyhWRG9EJWm0V",Unhoused,"Has ID, needs birth certificate. Been on streets for 3 months.",true,"Sadie (pit bull mix), Max (cat (gray))",false,,,false,false,false,true,"Wheelchair accessible","Seeking Shelter Placement",false,2025-10-03
Jacqueline Diaz,2005-09-03,505-555-9803,jacqueline_diaz@example.com,,Exited to Housing,Health issues - needs regular medical care. Attended last case conferencing meeting. Mental health support needed.,true,Max (pit bull mix),true,2003 Toyota Camry - runs well,,false,false,false,true,,"Prefers Outdoor/Tent",false,2025-07-13
Brandon Griffin,1984-02-24,505-555-7479,brandon_griffin@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recqysbkrelgYADCo",Unhoused,"Willing to work, looking for opportunities. Willing to work, looking for opportunities.",false,,false,,,true,true,true,false,"Wheelchair accessible","Undecided",false,2025-03-26
